f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,label
-44.748966217041016,101.9937744140625,6.732560157775879,23.76296043395996,2.7447052001953125,4.783652305603027,-7.081050395965576,-10.761664390563965,-5.47686767578125,0.5894632339477539,-6.719189167022705,-1.3183635473251343,-10.548436164855957,1643.7462640366414,1717.4417066246974,0.28384509682655334,0.2804834246635437,0.22396710515022278,0.30397117137908936,0.4581487476825714,0.2891829013824463,0.2826921045780182,0.21412751078605652,0.2771279513835907,0.3199336528778076,0.29581889510154724,0.453249454498291,0.26278921961784363,0.10923025948660714,AD
-34.29350662231445,55.08434295654297,6.903450965881348,16.943538665771484,-0.466778427362442,6.220904350280762,0.7517732381820679,-6.026059150695801,-12.477422714233398,2.2680766582489014,-4.505953788757324,3.4800024032592773,-4.036488056182861,2319.2812272855294,2020.6327453277265,0.38329270482063293,0.35347750782966614,0.48363152146339417,0.5292845368385315,0.44613149762153625,0.39974263310432434,0.3893026113510132,0.4560854136943817,0.45041030645370483,0.4630711078643799,0.4403773248195648,0.42168644070625305,0.22948987782001495,0.16647308450996678,AD
-74.27013397216797,71.0838394165039,17.416988372802734,15.451275825500488,2.0516817569732666,5.21490478515625,-2.053999900817871,0.6114960312843323,-13.456088066101074,-6.331914901733398,-17.507625579833984,-3.750633716583252,-5.409700393676758,2008.8455231258567,1974.203003220911,0.34604302048683167,0.364818274974823,0.3941594362258911,0.4009455442428589,0.3669877052307129,0.27171510457992554,0.2638895809650421,0.32309484481811523,0.2561682462692261,0.18595561385154724,0.22046703100204468,0.25547754764556885,0.2992771565914154,0.12194511217948718,AD
-11.016389846801758,79.17676544189453,18.47271156311035,20.634096145629883,11.801970481872559,13.071575164794922,-6.893060684204102,-1.5529941320419312,-0.2972463369369507,1.3252567052841187,-2.7361464500427246,-3.398674488067627,-5.185367584228516,1920.7842285835977,2010.230665084587,0.39117181301116943,0.3885326087474823,0.3544445335865021,0.38511770963668823,0.4593367576599121,0.48412778973579407,0.5288758873939514,0.5526432991027832,0.5112475156784058,0.4897482991218567,0.3709102272987366,0.33141469955444336,0.27690401673316956,0.12096444231719368,AD
-25.425048828125,72.62593841552734,28.00209617614746,13.282187461853027,9.359504699707031,12.602374076843262,-2.5751230716705322,5.120338439941406,-1.2340997457504272,3.7353973388671875,0.6129254102706909,1.5023599863052368,1.1419943571090698,2196.390805944162,2221.7878361709263,0.5011317729949951,0.46358680725097656,0.41302958130836487,0.4354555010795593,0.41967183351516724,0.4107731282711029,0.42079463601112366,0.4717123508453369,0.5663238763809204,0.5638211965560913,0.5142375826835632,0.4931379556655884,0.2676236927509308,0.1329798614178445,AD
-21.188377380371094,74.6845932006836,8.653542518615723,11.765484809875488,-1.5964744091033936,1.9478152990341187,-0.8751108050346375,3.959383964538574,-2.3893444538116455,-0.40278884768486023,-4.891319274902344,-2.8299946784973145,2.1684751510620117,2224.2344026797728,1976.7664897921063,0.3660176992416382,0.3513318598270416,0.45937636494636536,0.37115418910980225,0.37860167026519775,0.39205750823020935,0.35259929299354553,0.46517282724380493,0.369514137506485,0.4535868465900421,0.44314420223236084,0.38571977615356445,0.21297737956047058,0.16976705411585366,AD
-32.114295959472656,44.98163986206055,-2.9612786769866943,13.49520206451416,-1.4554963111877441,-2.6270716190338135,-15.369272232055664,-6.471358299255371,-22.674781799316406,-0.36056745052337646,-12.087528228759766,-2.4021410942077637,-3.560537815093994,2557.0725195467103,1922.766766612293,0.3134968876838684,0.2862517237663269,0.3523326814174652,0.4416026771068573,0.4431632459163666,0.3840347230434418,0.3703073263168335,0.37597301602363586,0.3922141492366791,0.3364657163619995,0.27356258034706116,0.3015058636665344,0.2541370391845703,0.25059291294642855,AD
-28.98855209350586,68.385009765625,-1.2672064304351807,17.020221710205078,-1.0504426956176758,3.649679183959961,0.2411406934261322,-0.9127122163772583,0.20836199820041656,-11.132659912109375,-6.079904556274414,-8.820902824401855,-3.015291213989258,2191.8101056896603,1932.2731953800799,0.25277087092399597,0.3941364586353302,0.3239182233810425,0.3438132107257843,0.2649625241756439,0.2919750511646271,0.30018290877342224,0.25960052013397217,0.40647226572036743,0.2987625002861023,0.325904905796051,0.2494751513004303,0.24009659886360168,0.15626802884615384,AD
-13.787473678588867,78.4675521850586,5.442827224731445,30.442014694213867,-1.1256850957870483,8.70859146118164,1.1793900728225708,5.768632411956787,4.100179672241211,1.2264810800552368,-1.6062766313552856,0.8725724220275879,-1.750199317932129,1924.9146810582386,1921.6720293988965,0.32209545373916626,0.6677919626235962,0.3774155378341675,0.330791711807251,0.25021034479141235,0.37111204862594604,0.36090603470802307,0.2505117654800415,0.44492241740226746,0.23948821425437927,0.18768459558486938,0.18148618936538696,0.2305299937725067,0.11885562818877551,AD
-12.808911323547363,75.67599487304688,12.956926345825195,13.197213172912598,9.561479568481445,4.5265350341796875,-3.1951687335968018,-5.389054775238037,-8.659531593322754,0.37715238332748413,-5.372883319854736,-3.889594554901123,-9.318943977355957,2145.0443952050405,2026.0234950379465,0.34214669466018677,0.3513793349266052,0.404897540807724,0.4556145668029785,0.5236262679100037,0.5268666744232178,0.5706196427345276,0.5124881267547607,0.4698120653629303,0.43239840865135193,0.36659854650497437,0.4150620400905609,0.24953027069568634,0.14755829419095093,AD
-27.12959861755371,72.63601684570312,8.575655937194824,17.31484603881836,4.673215866088867,9.308752059936523,-1.257225513458252,-0.41564327478408813,-7.39985990524292,-6.4175848960876465,-8.405665397644043,-4.535566806793213,-5.799975395202637,2166.031419388233,1972.3375792619618,0.2803328335285187,0.2399066686630249,0.29028651118278503,0.2481960654258728,0.45535188913345337,0.39962664246559143,0.4410209655761719,0.6130116581916809,0.3784891664981842,0.2991820275783539,0.29233744740486145,0.3670992851257324,0.20029780268669128,0.15394918246904024,AD
-2.545090675354004,88.37677764892578,2.120962142944336,13.848038673400879,-0.00875826459378004,6.93086576461792,-2.8774478435516357,2.6725592613220215,-5.443036079406738,-2.209404230117798,-8.786636352539062,0.6036130785942078,-3.398597240447998,1797.8738369179985,1880.8375939097468,0.28447288274765015,0.35714125633239746,0.3613685071468353,0.3661337196826935,0.4749704897403717,0.32707035541534424,0.35566645860671997,0.36748629808425903,0.39569395780563354,0.4760456085205078,0.3562298119068146,0.3402727544307709,0.2638387382030487,0.11446088971712538,AD
-544.9713134765625,114.22631072998047,29.20846176147461,34.83184051513672,34.971885681152344,8.21413803100586,13.382400512695312,3.6604015827178955,4.361266613006592,15.463698387145996,2.1698203086853027,10.426192283630371,8.734859466552734,714.3547009779687,1507.9200569052266,0.13064299523830414,0.0759788304567337,0.05922430753707886,0.09153032302856445,0.2168075293302536,0.46708106994628906,0.7569652199745178,0.9480851292610168,0.9952008724212646,0.7982726693153381,0.4820125997066498,0.2232184112071991,0.005840037018060684,0.009355260970744681,NORMAL
-543.9260864257812,107.1510009765625,31.543703079223633,34.76974105834961,39.20842742919922,5.752342224121094,18.692440032958984,2.2232506275177,1.285645842552185,16.77832794189453,2.516549825668335,13.593347549438477,4.983147621154785,822.3135380398846,1657.9894320790954,0.14503324031829834,0.10082778334617615,0.07088156044483185,0.08970487862825394,0.20643122494220734,0.44720786809921265,0.7250784039497375,0.9391229748725891,0.9995700120925903,0.8023048043251038,0.4956441819667816,0.22481246292591095,0.005862039979547262,0.011204496343085107,NORMAL
-536.8206176757812,108.08373260498047,29.802061080932617,31.751731872558594,38.71953582763672,8.358585357666016,16.282249450683594,6.381652355194092,4.511481285095215,17.459115982055664,4.094620227813721,8.647428512573242,6.839645862579346,799.908355577363,1638.0997894189616,0.18352149426937103,0.1502433568239212,0.10640205442905426,0.10595253854990005,0.23075862228870392,0.48755982518196106,0.7611392140388489,0.9536006450653076,0.9992162585258484,0.7912272810935974,0.4685092270374298,0.2265825718641281,0.005849331617355347,0.009666929853723404,NORMAL
